LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Wyoming,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Wyoming,Hispanic or Latino,2000,Percent,6
State,Wisconsin,Total Ages 18 and Over,2000,Percent,100
State,Wisconsin,Non-Hispanic White alone,2000,Percent,90
State,Wisconsin,Non-Hispanic Black alone,2000,Percent,5
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Wisconsin,Non-Hispanic Asian alone,2000,Percent,1
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Wisconsin,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Wisconsin,Hispanic or Latino,2000,Percent,3
State,West Virginia,Total Ages 18 and Over,2000,Percent,100
State,West Virginia,Non-Hispanic White alone,2000,Percent,95
State,West Virginia,Non-Hispanic Black alone,2000,Percent,3
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,West Virginia,Non-Hispanic Asian alone,2000,Percent,1
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,West Virginia,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,West Virginia,Hispanic or Latino,2000,Percent,1
State,Washington,Total Ages 18 and Over,2000,Percent,100
State,Washington,Non-Hispanic White alone,2000,Percent,82
State,Washington,Non-Hispanic Black alone,2000,Percent,3
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Washington,Non-Hispanic Asian alone,2000,Percent,6
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Washington,Non-Hispanic Two or More Race Groups,2000,Percent,2
State,Washington,Hispanic or Latino,2000,Percent,6
State,Virginia,Total Ages 18 and Over,2000,Percent,100
State,Virginia,Non-Hispanic White alone,2000,Percent,72
State,Virginia,Non-Hispanic Black alone,2000,Percent,18
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Virginia,Non-Hispanic Asian alone,2000,Percent,4
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Virginia,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Virginia,Hispanic or Latino,2000,Percent,4
State,Vermont,Total Ages 18 and Over,2000,Percent,100
State,Vermont,Non-Hispanic White alone,2000,Percent,97
State,Vermont,Non-Hispanic Black alone,2000,Percent,0
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Vermont,Non-Hispanic Asian alone,2000,Percent,1
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Vermont,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Vermont,Hispanic or Latino,2000,Percent,1
State,Utah,Total Ages 18 and Over,2000,Percent,100
State,Utah,Non-Hispanic White alone,2000,Percent,87
State,Utah,Non-Hispanic Black alone,2000,Percent,1
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Utah,Non-Hispanic Asian alone,2000,Percent,2
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,1
State,Utah,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Utah,Hispanic or Latino,2000,Percent,8
State,Texas,Total Ages 18 and Over,2000,Percent,100
State,Texas,Non-Hispanic White alone,2000,Percent,56
State,Texas,Non-Hispanic Black alone,2000,Percent,11
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Texas,Non-Hispanic Asian alone,2000,Percent,3
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Texas,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Texas,Hispanic or Latino,2000,Percent,29
State,Tennessee,Total Ages 18 and Over,2000,Percent,100
State,Tennessee,Non-Hispanic White alone,2000,Percent,81
State,Tennessee,Non-Hispanic Black alone,2000,Percent,15
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Tennessee,Non-Hispanic Asian alone,2000,Percent,1
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Tennessee,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Tennessee,Hispanic or Latino,2000,Percent,2
State,South Dakota,Total Ages 18 and Over,2000,Percent,100
State,South Dakota,Non-Hispanic White alone,2000,Percent,91
State,South Dakota,Non-Hispanic Black alone,2000,Percent,1
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,6
State,South Dakota,Non-Hispanic Asian alone,2000,Percent,1
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,South Dakota,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,South Dakota,Hispanic or Latino,2000,Percent,1
State,South Carolina,Total Ages 18 and Over,2000,Percent,100
State,South Carolina,Non-Hispanic White alone,2000,Percent,69
State,South Carolina,Non-Hispanic Black alone,2000,Percent,27
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,South Carolina,Non-Hispanic Asian alone,2000,Percent,1
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,South Carolina,Non-Hispanic Two or More Race Groups,2000,Percent,0
State,South Carolina,Hispanic or Latino,2000,Percent,2
State,Rhode Island,Total Ages 18 and Over,2000,Percent,100
State,Rhode Island,Non-Hispanic White alone,2000,Percent,86
State,Rhode Island,Non-Hispanic Black alone,2000,Percent,4
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Rhode Island,Non-Hispanic Asian alone,2000,Percent,2
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Rhode Island,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Rhode Island,Hispanic or Latino,2000,Percent,7
State,Pennsylvania,Total Ages 18 and Over,2000,Percent,100
State,Pennsylvania,Non-Hispanic White alone,2000,Percent,86
State,Pennsylvania,Non-Hispanic Black alone,2000,Percent,9
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Pennsylvania,Non-Hispanic Asian alone,2000,Percent,2
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2000,Percent,0
State,Pennsylvania,Hispanic or Latino,2000,Percent,3
State,Oregon,Total Ages 18 and Over,2000,Percent,100
State,Oregon,Non-Hispanic White alone,2000,Percent,86
State,Oregon,Non-Hispanic Black alone,2000,Percent,1
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Oregon,Non-Hispanic Asian alone,2000,Percent,3
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Oregon,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Oregon,Hispanic or Latino,2000,Percent,7
State,Oklahoma,Total Ages 18 and Over,2000,Percent,100
State,Oklahoma,Non-Hispanic White alone,2000,Percent,77
State,Oklahoma,Non-Hispanic Black alone,2000,Percent,7
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,7
State,Oklahoma,Non-Hispanic Asian alone,2000,Percent,1
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Oklahoma,Non-Hispanic Two or More Race Groups,2000,Percent,3
State,Oklahoma,Hispanic or Latino,2000,Percent,4
State,Ohio,Total Ages 18 and Over,2000,Percent,100
State,Ohio,Non-Hispanic White alone,2000,Percent,86
State,Ohio,Non-Hispanic Black alone,2000,Percent,10
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Ohio,Non-Hispanic Asian alone,2000,Percent,1
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Ohio,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Ohio,Hispanic or Latino,2000,Percent,2
State,North Dakota,Total Ages 18 and Over,2000,Percent,100
State,North Dakota,Non-Hispanic White alone,2000,Percent,94
State,North Dakota,Non-Hispanic Black alone,2000,Percent,1
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,4
State,North Dakota,Non-Hispanic Asian alone,2000,Percent,1
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,North Dakota,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,North Dakota,Hispanic or Latino,2000,Percent,1
State,North Carolina,Total Ages 18 and Over,2000,Percent,100
State,North Carolina,Non-Hispanic White alone,2000,Percent,73
State,North Carolina,Non-Hispanic Black alone,2000,Percent,20
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,North Carolina,Non-Hispanic Asian alone,2000,Percent,1
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,North Carolina,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,North Carolina,Hispanic or Latino,2000,Percent,4
State,New York,Total Ages 18 and Over,2000,Percent,100
State,New York,Non-Hispanic White alone,2000,Percent,65
State,New York,Non-Hispanic Black alone,2000,Percent,14
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,New York,Non-Hispanic Asian alone,2000,Percent,6
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,New York,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,New York,Hispanic or Latino,2000,Percent,14
State,New Mexico,Total Ages 18 and Over,2000,Percent,100
State,New Mexico,Non-Hispanic White alone,2000,Percent,50
State,New Mexico,Non-Hispanic Black alone,2000,Percent,2
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,8
State,New Mexico,Non-Hispanic Asian alone,2000,Percent,1
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,New Mexico,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,New Mexico,Hispanic or Latino,2000,Percent,39
State,New Jersey,Total Ages 18 and Over,2000,Percent,100
State,New Jersey,Non-Hispanic White alone,2000,Percent,69
State,New Jersey,Non-Hispanic Black alone,2000,Percent,12
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,New Jersey,Non-Hispanic Asian alone,2000,Percent,6
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,New Jersey,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,New Jersey,Hispanic or Latino,2000,Percent,12
State,New Hampshire,Total Ages 18 and Over,2000,Percent,100
State,New Hampshire,Non-Hispanic White alone,2000,Percent,96
State,New Hampshire,Non-Hispanic Black alone,2000,Percent,1
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,New Hampshire,Non-Hispanic Asian alone,2000,Percent,1
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,New Hampshire,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,New Hampshire,Hispanic or Latino,2000,Percent,1
State,Nevada,Total Ages 18 and Over,2000,Percent,100
State,Nevada,Non-Hispanic White alone,2000,Percent,69
State,Nevada,Non-Hispanic Black alone,2000,Percent,6
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Nevada,Non-Hispanic Asian alone,2000,Percent,5
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Nevada,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Nevada,Hispanic or Latino,2000,Percent,17
State,Nebraska,Total Ages 18 and Over,2000,Percent,100
State,Nebraska,Non-Hispanic White alone,2000,Percent,89
State,Nebraska,Non-Hispanic Black alone,2000,Percent,4
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Nebraska,Non-Hispanic Asian alone,2000,Percent,1
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Nebraska,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Nebraska,Hispanic or Latino,2000,Percent,5
State,Montana,Total Ages 18 and Over,2000,Percent,100
State,Montana,Non-Hispanic White alone,2000,Percent,92
State,Montana,Non-Hispanic Black alone,2000,Percent,0
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,5
State,Montana,Non-Hispanic Asian alone,2000,Percent,1
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Montana,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Montana,Hispanic or Latino,2000,Percent,2
State,Missouri,Total Ages 18 and Over,2000,Percent,100
State,Missouri,Non-Hispanic White alone,2000,Percent,86
State,Missouri,Non-Hispanic Black alone,2000,Percent,10
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Missouri,Non-Hispanic Asian alone,2000,Percent,1
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Missouri,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Missouri,Hispanic or Latino,2000,Percent,2
State,Mississippi,Total Ages 18 and Over,2000,Percent,100
State,Mississippi,Non-Hispanic White alone,2000,Percent,64
State,Mississippi,Non-Hispanic Black alone,2000,Percent,33
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Mississippi,Non-Hispanic Asian alone,2000,Percent,1
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Mississippi,Non-Hispanic Two or More Race Groups,2000,Percent,0
State,Mississippi,Hispanic or Latino,2000,Percent,1
State,Minnesota,Total Ages 18 and Over,2000,Percent,100
State,Minnesota,Non-Hispanic White alone,2000,Percent,90
State,Minnesota,Non-Hispanic Black alone,2000,Percent,3
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Minnesota,Non-Hispanic Asian alone,2000,Percent,2
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Minnesota,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Minnesota,Hispanic or Latino,2000,Percent,2
State,Michigan,Total Ages 18 and Over,2000,Percent,100
State,Michigan,Non-Hispanic White alone,2000,Percent,81
State,Michigan,Non-Hispanic Black alone,2000,Percent,13
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,1
State,Michigan,Non-Hispanic Asian alone,2000,Percent,2
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Michigan,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Michigan,Hispanic or Latino,2000,Percent,3
State,Massachusetts,Total Ages 18 and Over,2000,Percent,100
State,Massachusetts,Non-Hispanic White alone,2000,Percent,85
State,Massachusetts,Non-Hispanic Black alone,2000,Percent,5
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Massachusetts,Non-Hispanic Asian alone,2000,Percent,4
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Massachusetts,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Massachusetts,Hispanic or Latino,2000,Percent,6
State,Maryland,Total Ages 18 and Over,2000,Percent,100
State,Maryland,Non-Hispanic White alone,2000,Percent,64
State,Maryland,Non-Hispanic Black alone,2000,Percent,26
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Maryland,Non-Hispanic Asian alone,2000,Percent,4
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Maryland,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Maryland,Hispanic or Latino,2000,Percent,4
State,Maine,Total Ages 18 and Over,2000,Percent,100
State,Maine,Non-Hispanic White alone,2000,Percent,97
State,Maine,Non-Hispanic Black alone,2000,Percent,0
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2000,Percent,0
State,Maine,Non-Hispanic Asian alone,2000,Percent,1
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2000,Percent,0
State,Maine,Non-Hispanic Two or More Race Groups,2000,Percent,1
State,Maine,Hispanic or Latino,2000,Percent,1
